word,mean,frequence,std,scores
divergent,-0.9,2,0.538516481,"[-1, -1, -1, 0, 0, -1, -1, -2, -1, -1]"
valor,2.3,2,0.640312424,"[2, 3, 3, 2, 3, 1, 3, 2, 2, 2]"
marginally,-2.5,2,0.5,"[-3, -2, -3, -2, -2, -3, -3, -3, -2, -2]"
effortless,1,2,0.447213595,"[1, 1, 1, 2, 1, 1, 1, 1, 1, 0]"
caustic,-2.5,2,0.5,"[-2, -3, -2, -2, -3, -3, -3, -2, -3, -2]"
enchant,3.3,2,0.458257569,"[3, 4, 3, 4, 3, 3, 3, 3, 3, 4]"
allowable,1.6,2,0.663324958,"[2, 2, 3, 1, 1, 1, 1, 1, 2, 2]"
inference,-0.6,2,0.489897949,"[0, -1, -1, -1, 0, -1, 0, -1, -1, 0]"
indiscriminately,-1.9,2,0.538516481,"[-2, -1, -2, -2, -2, -2, -2, -3, -1, -2]"
sleek,2.2,2,0.6,"[2, 2, 2, 2, 1, 3, 3, 2, 3, 2]"
unruly,-2.9,2,0.3,"[-3, -2, -3, -3, -3, -3, -3, -3, -3, -3]"
grudge,-3.2,2,0.6,"[-3, -4, -3, -4, -3, -2, -4, -3, -3, -3]"
outstandingly,3,2,0.447213595,"[3, 3, 3, 3, 2, 3, 4, 3, 3, 3]"
dunce,-1.9,2,0.538516481,"[-2, -2, -1, -2, -2, -2, -3, -2, -2, -1]"
conscientious,3,2,0.632455532,"[4, 3, 3, 2, 3, 3, 2, 3, 4, 3]"
tyrannical,-3.5,2,0.5,"[-3, -3, -4, -4, -3, -4, -3, -3, -4, -4]"
stuffy,-1.8,2,0.4,"[-2, -1, -2, -2, -2, -2, -2, -2, -1, -2]"
powerfully,2.2,2,0.6,"[2, 3, 2, 3, 2, 2, 3, 2, 2, 1]"
rattle,-1.4,2,0.489897949,"[-1, -1, -2, -1, -2, -1, -2, -1, -1, -2]"
premeditated,-2.8,2,0.748331477,"[-2, -2, -4, -3, -2, -2, -3, -3, -3, -4]"
competency,2.3,2,0.458257569,"[2, 2, 2, 2, 3, 2, 2, 3, 2, 3]"
stark,-2.8,2,0.6,"[-2, -3, -3, -2, -2, -3, -3, -4, -3, -3]"
gumption,3.1,2,0.7,"[3, 3, 3, 4, 4, 3, 4, 2, 3, 2]"
engulf,-0.8,2,0.6,"[0, -1, -1, 0, 0, -2, -1, -1, -1, -1]"
humankind,2.5,2,0.5,"[3, 3, 2, 2, 2, 2, 2, 3, 3, 3]"
scenic,1.5,2,0.5,"[2, 2, 1, 1, 1, 1, 2, 1, 2, 2]"
implicit,-1.2,2,0.6,"[-1, -1, -1, -1, -2, -1, -2, 0, -1, -2]"
recoil,-1.2,2,0.4,"[-1, -1, -1, -2, -1, -1, -1, -2, -1, -1]"
benefactor,1.4,2,0.489897949,"[1, 1, 2, 1, 1, 2, 2, 1, 2, 1]"
ejaculate,-2.4,2,0.489897949,"[-3, -2, -2, -3, -2, -3, -2, -2, -3, -2]"
nonexistent,-2.1,2,0.7,"[-3, -3, -2, -2, -3, -1, -1, -2, -2, -2]"
abomination,-1.7,2,0.640312424,"[-1, -1, -2, -2, -2, -3, -1, -2, -2, -1]"
lofty,1.8,2,0.6,"[2, 1, 2, 2, 3, 1, 2, 1, 2, 2]"
cogent,2.8,2,0.6,"[4, 3, 2, 3, 3, 3, 2, 3, 3, 2]"
chant,-0.8,2,0.4,"[-1, -1, -1, -1, -1, -1, 0, -1, 0, -1]"
queer,-1.5,2,0.670820393,"[-2, -1, -2, -2, -2, -1, 0, -2, -2, -1]"
principled,1.2,2,0.6,"[2, 2, 1, 1, 1, 1, 1, 1, 0, 2]"
intolerance,-2.7,2,0.458257569,"[-3, -2, -3, -3, -3, -2, -3, -3, -3, -2]"
antiquated,-2.7,2,0.458257569,"[-3, -2, -3, -3, -3, -3, -3, -3, -2, -2]"
prophesy,0,2,0.447213595,"[0, 0, 0, 0, 0, 0, 0, 1, 0, -1]"
pacifist,2.2,2,0.6,"[3, 2, 1, 2, 2, 2, 3, 2, 3, 2]"
unimaginably,-1.1,2,0.538516481,"[-1, -2, 0, -2, -1, -1, -1, -1, -1, -1]"
trepidation,2.9,2,0.3,"[3, 2, 3, 3, 3, 3, 3, 3, 3, 3]"
malign,-1.7,2,0.458257569,"[-2, -2, -2, -2, -2, -1, -1, -2, -2, -1]"
clique,-1.6,2,0.663324958,"[-2, -1, -2, -2, -2, -1, -3, -1, -1, -1]"
oppression,-2.1,2,0.7,"[-1, -2, -2, -2, -3, -3, -2, -2, -1, -3]"
undisputed,1.6,2,0.489897949,"[2, 1, 2, 2, 2, 2, 1, 2, 1, 1]"
solace,2,2,0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
godlike,1.9,2,0.538516481,"[2, 2, 1, 2, 2, 2, 2, 2, 1, 3]"
manic,-2.6,2,0.489897949,"[-2, -3, -3, -3, -2, -2, -3, -3, -2, -3]"
indispensable,2.3,2,0.458257569,"[2, 2, 3, 3, 2, 3, 2, 2, 2, 2]"
grotesque,-2.6,2,0.489897949,"[-3, -2, -3, -2, -3, -3, -2, -3, -3, -2]"
adaptive,1.2,2,0.748331477,"[1, 2, 2, 1, 0, 2, 0, 1, 1, 2]"
rehabilitation,0.3,2,0.640312424,"[1, 0, 0, 1, 0, 1, 1, 0, 0, -1]"
coax,2.5,2,0.5,"[3, 2, 2, 3, 2, 3, 2, 3, 2, 3]"
sensation,3,2,0.447213595,"[3, 4, 3, 3, 3, 3, 3, 3, 2, 3]"
auspicious,2.9,2,0.538516481,"[4, 3, 3, 3, 3, 3, 2, 2, 3, 3]"
baffled,-2.4,2,0.489897949,"[-2, -3, -2, -2, -3, -3, -2, -3, -2, -2]"
eccentric,-1.2,2,0.748331477,"[-2, -1, -1, -2, 0, -1, -2, -2, 0, -1]"
chore,-1.1,2,0.538516481,"[-2, -1, 0, -1, -1, -1, -2, -1, -1, -1]"
distinguished,2.1,2,0.7,"[2, 2, 3, 2, 1, 2, 3, 3, 1, 2]"
whips,-2.1,2,0.3,"[-2, -2, -3, -2, -2, -2, -2, -2, -2, -2]"
monstrous,-1.7,2,0.458257569,"[-2, -2, -1, -2, -2, -1, -2, -2, -2, -1]"
traitorous,-2,2,0.447213595,"[-2, -2, -3, -2, -2, -1, -2, -2, -2, -2]"
perceptions,0.5,2,0.5,"[0, 0, 0, 1, 1, 0, 1, 1, 0, 1]"
starvation,-1.2,2,0.6,"[-2, -1, -2, -1, -1, -2, -1, -1, 0, -1]"
scars,-2.5,2,0.670820393,"[-3, -3, -3, -2, -2, -1, -3, -3, -3, -2]"
quench,2.2,2,0.4,"[2, 2, 2, 2, 2, 3, 2, 2, 2, 3]"
scolding,-2.8,2,0.6,"[-3, -3, -2, -3, -3, -3, -2, -2, -3, -4]"
infidel,-2.4,2,0.489897949,"[-2, -2, -2, -3, -3, -2, -3, -2, -3, -2]"
plight,-3.8,2,0.4,"[-4, -4, -4, -4, -3, -4, -4, -4, -4, -3]"
spank,-2.4,2,0.663324958,"[-3, -3, -3, -2, -2, -2, -3, -2, -1, -3]"
hale,3.3,2,0.458257569,"[4, 3, 3, 3, 4, 3, 3, 4, 3, 3]"
forsake,-2.1,2,0.538516481,"[-3, -2, -1, -2, -3, -2, -2, -2, -2, -2]"
revolting,-2.1,2,0.538516481,"[-2, -2, -2, -1, -3, -2, -3, -2, -2, -2]"
jittery,-2.8,2,0.4,"[-2, -3, -3, -3, -3, -3, -2, -3, -3, -3]"
bloodshed,-2.5,2,0.670820393,"[-3, -3, -2, -3, -3, -3, -2, -1, -2, -3]"
discriminatory,-2.1,2,0.538516481,"[-2, -2, -3, -2, -1, -2, -3, -2, -2, -2]"
outbursts,-3.1,2,0.3,"[-3, -3, -3, -3, -4, -3, -3, -3, -3, -3]"
fanfare,1.2,2,0.4,"[1, 1, 1, 1, 1, 1, 2, 1, 2, 1]"
soundness,1.7,2,0.458257569,"[2, 2, 2, 2, 1, 1, 2, 2, 2, 1]"
revival,1.7,2,0.640312424,"[1, 2, 3, 2, 2, 1, 2, 2, 1, 1]"
bewildered,-2.7,2,0.458257569,"[-2, -2, -3, -2, -3, -3, -3, -3, -3, -3]"
blur,-1.6,2,0.663324958,"[-1, -2, -2, -3, -1, -2, -1, -1, -2, -1]"
unexplained,-1.8,2,0.4,"[-2, -2, -2, -1, -2, -2, -1, -2, -2, -2]"
extremists,-1,2,0.632455532,"[-1, -1, -1, -2, 0, -1, -1, -1, -2, 0]"
obtuse,-2.2,2,0.6,"[-3, -2, -2, -2, -2, -2, -3, -1, -2, -3]"
spilling,-2.5,2,0.5,"[-2, -3, -3, -3, -2, -3, -2, -2, -2, -3]"
illegitimate,-0.8,2,0.6,"[-1, 0, -1, -1, -1, -2, -1, -1, 0, 0]"
veto,-2,2,0.632455532,"[-3, -1, -2, -2, -3, -1, -2, -2, -2, -2]"
inexcusable,-2.2,2,0.6,"[-2, -2, -2, -2, -3, -2, -2, -3, -3, -1]"
punctual,3,2,0.632455532,"[2, 3, 3, 2, 3, 3, 3, 4, 3, 4]"
exile,-0.3,2,0.640312424,"[-1, 0, -1, 1, -1, 0, 0, 0, 0, -1]"
deepening,-2,2,0.447213595,"[-2, -2, -2, -2, -2, -2, -2, -3, -1, -2]"
mirage,-3.3,2,0.458257569,"[-3, -3, -4, -3, -3, -4, -3, -3, -3, -4]"
profusely,2.3,2,0.458257569,"[2, 2, 3, 2, 2, 2, 3, 2, 2, 3]"
flaunt,-2.4,2,0.489897949,"[-2, -3, -2, -2, -3, -2, -2, -2, -3, -3]"
needlessly,-0.4,2,0.489897949,"[0, 0, -1, 0, 0, -1, -1, 0, -1, 0]"
paramount,3.4,2,0.489897949,"[3, 3, 3, 3, 4, 4, 3, 4, 3, 4]"
ruthlessly,-2.8,2,0.4,"[-3, -3, -3, -3, -2, -3, -3, -3, -3, -2]"
chilly,-0.9,2,0.830662386,"[-1, 0, -1, -1, -1, -1, -1, -3, 0, 0]"
felon,-2.6,2,0.489897949,"[-3, -3, -3, -2, -2, -3, -3, -2, -2, -3]"
inconsequential,-1.7,2,0.458257569,"[-2, -2, -2, -2, -2, -2, -2, -1, -1, -1]"
precarious,-1.5,2,0.5,"[-2, -2, -2, -1, -1, -2, -1, -1, -2, -1]"
foretell,0.9,2,0.3,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
pout,-1.9,2,0.538516481,"[-2, -2, -2, -1, -2, -2, -2, -3, -1, -2]"
crisp,1.9,2,0.538516481,"[2, 2, 2, 2, 2, 1, 2, 2, 3, 1]"
feverish,-0.7,2,0.458257569,"[-1, -1, -1, 0, -1, -1, 0, -1, -1, 0]"
fallacious,-2.9,2,0.3,"[-3, -3, -3, -2, -3, -3, -3, -3, -3, -3]"
delirious,-2.5,2,0.5,"[-2, -2, -2, -2, -2, -3, -3, -3, -3, -3]"
rascal,-1.9,2,0.3,"[-2, -2, -2, -2, -2, -2, -2, -2, -1, -2]"
immaterial,-2.5,2,1.024695077,"[-1, -3, -2, -3, -2, -1, -4, -4, -2, -3]"
upbeat,3.3,2,0.458257569,"[3, 3, 3, 3, 3, 4, 4, 4, 3, 3]"
acrimony,-3,2,0.632455532,"[-3, -2, -3, -3, -3, -4, -3, -4, -2, -3]"
cornerstone,2.3,2,0.458257569,"[2, 2, 2, 2, 3, 3, 2, 2, 2, 3]"
scant,-2.1,2,0.3,"[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
loath,-2.7,2,0.781024968,"[-3, -2, -3, -3, -2, -3, -4, -3, -3, -1]"
cannibal,-2.1,2,0.3,"[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
flourishing,3.6,2,0.489897949,"[3, 4, 3, 3, 4, 4, 4, 3, 4, 4]"
disposition,0.9,2,0.7,"[2, 2, 0, 1, 0, 0, 1, 1, 1, 1]"
slur,-2.7,2,0.640312424,"[-2, -2, -3, -3, -2, -3, -3, -4, -3, -2]"
sulk,-3,2,0.447213595,"[-3, -3, -4, -3, -3, -3, -3, -2, -3, -3]"
gush,0.9,2,0.538516481,"[0, 1, 2, 1, 1, 1, 0, 1, 1, 1]"
hamstrung,-2.7,2,0.458257569,"[-2, -2, -3, -3, -3, -3, -3, -2, -3, -3]"
cataclysmic,-3,2,0.632455532,"[-3, -4, -3, -3, -3, -3, -2, -3, -2, -4]"
spotty,-1.7,2,0.458257569,"[-1, -2, -2, -2, -1, -2, -2, -2, -2, -1]"
extinguish,-1.4,2,0.489897949,"[-2, -1, -2, -1, -2, -1, -1, -1, -1, -2]"
upright,1.2,2,0.4,"[1, 1, 1, 1, 2, 1, 1, 2, 1, 1]"
compulsive,-2.4,2,0.489897949,"[-2, -3, -2, -3, -3, -2, -2, -2, -2, -3]"
gaffe,-2.9,2,0.538516481,"[-2, -3, -2, -3, -3, -3, -3, -4, -3, -3]"
idolize,2.7,2,0.640312424,"[3, 3, 2, 4, 2, 3, 3, 2, 3, 2]"
merciless,-2.9,2,0.7,"[-3, -4, -3, -3, -3, -2, -4, -2, -3, -2]"
convoluted,-2.4,2,0.489897949,"[-3, -2, -3, -2, -2, -3, -2, -2, -2, -3]"
illusory,-2.8,2,0.4,"[-3, -2, -3, -3, -3, -3, -2, -3, -3, -3]"
enrichment,2,2,0.447213595,"[2, 2, 3, 1, 2, 2, 2, 2, 2, 2]"
overreach,-2.3,2,0.458257569,"[-2, -2, -2, -3, -2, -3, -3, -2, -2, -2]"
demoralize,-1.8,2,0.748331477,"[-2, -2, -1, -3, -1, -1, -2, -1, -2, -3]"
imminently,-2.3,2,0.640312424,"[-2, -3, -2, -2, -2, -3, -3, -1, -2, -3]"
wilt,-3.1,2,0.3,"[-3, -3, -3, -3, -3, -4, -3, -3, -3, -3]"
scheming,-3.5,2,0.670820393,"[-4, -4, -4, -3, -2, -4, -3, -3, -4, -4]"
fidget,-2.2,2,0.4,"[-2, -2, -2, -2, -2, -2, -3, -2, -2, -3]"
stifling,-2.7,2,0.458257569,"[-3, -3, -3, -2, -3, -3, -3, -2, -2, -3]"
miraculous,2.3,2,0.640312424,"[3, 2, 3, 3, 3, 2, 2, 2, 2, 1]"
embroiled,-1.3,2,0.640312424,"[-2, -2, 0, -2, -2, -1, -1, -1, -1, -1]"
wail,-1.6,2,0.489897949,"[-1, -2, -1, -2, -1, -2, -1, -2, -2, -2]"
staunch,2.9,2,0.3,"[3, 3, 3, 3, 2, 3, 3, 3, 3, 3]"
pledges,1.9,2,0.3,"[2, 2, 2, 2, 2, 2, 2, 1, 2, 2]"
pundits,2.7,2,0.458257569,"[3, 2, 3, 2, 3, 2, 3, 3, 3, 3]"
affluent,0.7,2,0.640312424,"[0, 1, 1, 0, 0, 0, 2, 1, 1, 1]"
unbroken,1.1,1,0.538516481,"[1, 1, 1, 1, 0, 1, 2, 1, 1, 2]"
myriad,1.2,1,0.6,"[2, 2, 1, 2, 0, 1, 1, 1, 1, 1]"
fabricate,-0.8,1,0.6,"[0, -1, 0, -1, -2, -1, 0, -1, -1, -1]"
legacies,0.7,1,0.640312424,"[0, 2, 0, 1, 0, 1, 1, 1, 0, 1]"
laudable,2.5,1,0.806225775,"[3, 2, 2, 3, 2, 3, 3, 1, 2, 4]"
unrelenting,-2.7,1,0.458257569,"[-3, -2, -3, -3, -3, -3, -3, -2, -2, -3]"
tenacity,2.6,1,0.489897949,"[3, 2, 2, 3, 3, 2, 3, 3, 3, 2]"
indescribable,2.3,1,0.458257569,"[2, 3, 3, 2, 2, 2, 2, 2, 2, 3]"
berate,-2.1,1,0.3,"[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
incoherent,-2.9,1,0.3,"[-2, -3, -3, -3, -3, -3, -3, -3, -3, -3]"
profess,2.8,1,0.4,"[3, 3, 3, 2, 3, 3, 2, 3, 3, 3]"
bombardment,-2.6,1,0.489897949,"[-3, -2, -3, -2, -3, -3, -2, -3, -2, -3]"
dogmatic,-3.3,1,0.781024968,"[-4, -3, -4, -2, -4, -2, -4, -3, -3, -4]"
gaff,-1.7,1,0.458257569,"[-2, -1, -2, -2, -1, -1, -2, -2, -2, -2]"
ultimatum,-2.6,1,0.489897949,"[-3, -3, -3, -2, -3, -3, -2, -2, -2, -3]"
dismissive,-2.2,1,0.4,"[-2, -2, -3, -2, -2, -3, -2, -2, -2, -2]"
grudgingly,-2.7,1,0.640312424,"[-2, -3, -3, -2, -2, -2, -4, -3, -3, -3]"
endearing,2.1,1,0.538516481,"[2, 2, 2, 2, 3, 2, 2, 1, 3, 2]"
stunted,-2.4,1,0.489897949,"[-2, -2, -2, -3, -3, -2, -2, -3, -2, -3]"
subjugate,-1.9,1,0.538516481,"[-2, -1, -3, -2, -1, -2, -2, -2, -2, -2]"
skittish,-2.6,1,0.489897949,"[-2, -3, -2, -3, -3, -3, -2, -3, -2, -3]"
chum,1.1,1,0.538516481,"[1, 1, 1, 1, 2, 0, 1, 1, 2, 1]"
hideously,-2.4,1,0.489897949,"[-2, -2, -3, -3, -2, -2, -3, -2, -3, -2]"
eschew,-3,1,0.632455532,"[-3, -3, -3, -2, -3, -2, -4, -3, -3, -4]"
valiant,3.1,1,0.538516481,"[3, 2, 3, 3, 4, 3, 3, 3, 4, 3]"
captivating,2.1,1,0.7,"[2, 2, 1, 3, 1, 2, 2, 3, 2, 3]"
prowess,2,1,0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
dissuasive,-2.5,1,0.5,"[-2, -3, -2, -2, -2, -2, -3, -3, -3, -3]"
condescend,-1.8,1,0.6,"[-1, -3, -2, -2, -2, -1, -1, -2, -2, -2]"
pedestrian,-1.9,1,0.538516481,"[-2, -3, -2, -2, -2, -2, -1, -2, -1, -2]"
thwart,-2.4,1,0.663324958,"[-1, -2, -3, -3, -2, -3, -3, -2, -3, -2]"
appreciable,1.6,1,0.489897949,"[1, 2, 2, 2, 2, 1, 1, 2, 1, 2]"
sneakily,-1.9,1,0.538516481,"[-1, -2, -3, -2, -2, -1, -2, -2, -2, -2]"
outwit,2.4,1,0.489897949,"[3, 2, 2, 2, 2, 2, 2, 3, 3, 3]"
temperate,1.5,1,0.5,"[2, 2, 1, 2, 1, 2, 1, 1, 1, 2]"
fascism,-2.1,1,0.7,"[-1, -2, -2, -3, -2, -3, -1, -2, -3, -2]"
ghastly,-2.9,1,0.538516481,"[-4, -2, -3, -3, -3, -3, -2, -3, -3, -3]"
junky,-1.4,1,0.663324958,"[-2, -1, -2, -1, -1, 0, -1, -2, -2, -2]"
aptitude,1.6,1,0.489897949,"[2, 1, 1, 2, 2, 2, 1, 2, 1, 2]"
ragged,-2.6,1,0.663324958,"[-3, -3, -2, -2, -2, -2, -3, -4, -3, -2]"
overdo,-2.7,1,0.781024968,"[-4, -2, -3, -2, -2, -2, -2, -3, -4, -3]"
sag,-1.1,1,0.538516481,"[-1, -1, -2, -1, -2, -1, 0, -1, -1, -1]"
malevolent,-2.3,1,0.640312424,"[-2, -3, -2, -3, -3, -2, -2, -1, -2, -3]"
entrapment,-2.2,1,0.6,"[-2, -3, -3, -2, -2, -1, -2, -2, -2, -3]"
baffle,-1.7,1,0.640312424,"[-1, -3, -2, -1, -2, -1, -2, -2, -1, -2]"
unprepared,-1.7,1,0.458257569,"[-2, -2, -2, -2, -2, -1, -2, -1, -2, -1]"
cartoonish,-3.2,1,0.4,"[-3, -3, -3, -4, -3, -3, -3, -4, -3, -3]"
uncommonly,2.4,1,0.489897949,"[3, 2, 2, 3, 3, 3, 2, 2, 2, 2]"
adamantly,-2.5,1,0.5,"[-2, -2, -2, -3, -2, -3, -3, -3, -3, -2]"
divisive,-3.2,1,0.6,"[-3, -3, -3, -3, -3, -4, -4, -3, -2, -4]"
bestial,-2.2,1,0.4,"[-2, -2, -2, -2, -2, -2, -2, -3, -2, -3]"
drab,-1.9,1,0.7,"[-2, -2, -1, -2, -1, -3, -1, -3, -2, -2]"
leaky,-1.9,1,0.538516481,"[-1, -3, -2, -2, -2, -2, -2, -2, -1, -2]"
dubiously,-2,1,0.774596669,"[-2, -3, -2, -1, -1, -3, -1, -2, -2, -3]"
revulsion,-2.1,1,0.7,"[-1, -2, -3, -2, -3, -2, -2, -1, -3, -2]"
fateful,-2.3,1,0.458257569,"[-2, -2, -2, -2, -2, -3, -3, -2, -2, -3]"
poise,2.7,1,0.458257569,"[2, 3, 3, 3, 3, 3, 2, 3, 2, 3]"
barbaric,-2.5,1,0.670820393,"[-3, -2, -2, -4, -3, -3, -2, -2, -2, -2]"
implausible,-2.6,1,0.489897949,"[-2, -3, -3, -3, -2, -3, -2, -2, -3, -3]"
indoctrination,-3.6,1,0.489897949,"[-4, -3, -3, -4, -4, -3, -3, -4, -4, -4]"
equitable,1.8,1,0.4,"[2, 2, 1, 2, 1, 2, 2, 2, 2, 2]"
apostle,2.8,1,0.748331477,"[2, 4, 3, 2, 3, 4, 3, 2, 2, 3]"
barbarian,-2.9,1,0.3,"[-3, -3, -2, -3, -3, -3, -3, -3, -3, -3]"
snare,-1.8,1,0.4,"[-2, -2, -2, -2, -1, -2, -2, -1, -2, -2]"
gall,-2.8,1,0.4,"[-2, -3, -3, -3, -3, -3, -3, -3, -3, -2]"
individuality,2,1,0.447213595,"[2, 2, 2, 3, 2, 2, 1, 2, 2, 2]"
exterminate,-2.1,1,0.538516481,"[-2, -2, -3, -2, -1, -2, -3, -2, -2, -2]"
steadfastness,1.5,1,0.5,"[2, 2, 1, 2, 2, 2, 1, 1, 1, 1]"
purify,2,1,0.447213595,"[2, 2, 2, 2, 2, 1, 3, 2, 2, 2]"
taunting,-2.2,1,0.4,"[-2, -2, -3, -2, -2, -2, -2, -2, -3, -2]"
feign,-2.7,1,0.781024968,"[-1, -2, -3, -2, -3, -4, -3, -3, -3, -3]"
floundering,-2.4,1,0.663324958,"[-4, -2, -2, -3, -2, -2, -2, -2, -2, -3]"
babble,-2.5,1,0.5,"[-2, -3, -3, -3, -2, -2, -3, -2, -3, -2]"
incessant,-2.3,1,0.640312424,"[-2, -2, -2, -2, -4, -2, -2, -3, -2, -2]"
maverick,-2.1,1,0.7,"[-3, -1, -2, -3, -2, -2, -3, -2, -1, -2]"
strangle,-1.3,1,0.458257569,"[-1, -1, -2, -1, -2, -1, -2, -1, -1, -1]"
procrastination,-1.9,1,0.7,"[-1, -2, -2, -2, -3, -2, -1, -3, -2, -1]"
wince,-2.3,1,0.640312424,"[-2, -3, -3, -2, -3, -2, -3, -1, -2, -2]"
uncivil,-2.7,1,0.640312424,"[-3, -3, -2, -3, -4, -2, -2, -2, -3, -3]"
mortified,-2.6,1,0.489897949,"[-3, -2, -2, -3, -2, -3, -3, -2, -3, -3]"
instrumental,2.3,1,0.458257569,"[2, 3, 3, 2, 2, 2, 3, 2, 2, 2]"
strenuous,-1.9,1,0.538516481,"[-1, -3, -2, -2, -2, -2, -2, -2, -2, -1]"
tint,1.2,1,0.4,"[1, 1, 1, 1, 2, 1, 2, 1, 1, 1]"
malcontent,-2.3,1,0.640312424,"[-1, -2, -3, -3, -3, -2, -2, -2, -2, -3]"
tyrant,-2.8,1,0.6,"[-2, -3, -2, -3, -3, -3, -2, -3, -3, -4]"
uniformly,1.6,1,0.663324958,"[1, 2, 2, 1, 3, 1, 1, 2, 1, 2]"
conceivable,3.3,1,0.640312424,"[4, 3, 3, 3, 4, 2, 4, 3, 4, 3]"
untrained,1.5,1,0.670820393,"[1, 1, 2, 2, 3, 1, 1, 1, 1, 2]"
impeach,-2.1,1,0.3,"[-2, -2, -2, -2, -2, -2, -3, -2, -2, -2]"
swiftness,1.9,1,0.538516481,"[2, 2, 2, 1, 1, 3, 2, 2, 2, 2]"
fertile,1.7,1,0.458257569,"[2, 1, 2, 1, 2, 2, 2, 1, 2, 2]"
fabulously,2.1,1,0.538516481,"[3, 1, 2, 2, 3, 2, 2, 2, 2, 2]"
confer,0.8,1,0.6,"[1, 0, 1, 1, 1, 1, 2, 1, 0, 0]"
reasoned,1.2,1,0.4,"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1]"
dungeon,-2.6,1,0.663324958,"[-1, -3, -3, -3, -3, -2, -3, -3, -3, -2]"
autocratic,-2.8,1,0.6,"[-3, -4, -2, -3, -3, -3, -2, -3, -3, -2]"
entangle,-1.6,1,0.489897949,"[-2, -1, -2, -1, -2, -1, -2, -2, -2, -1]"
intolerant,-2.6,1,0.489897949,"[-2, -2, -3, -3, -3, -3, -2, -3, -2, -3]"
modesty,1.3,1,0.458257569,"[1, 1, 1, 1, 1, 1, 2, 2, 2, 1]"
dislocated,-0.7,1,0.458257569,"[-1, 0, -1, -1, -1, -1, 0, -1, 0, -1]"
improbably,-1.9,1,0.538516481,"[-2, -2, -2, -1, -2, -2, -2, -3, -1, -2]"
insufferable,-2.6,1,0.489897949,"[-2, -3, -2, -3, -2, -3, -3, -3, -2, -3]"
gritty,-1.9,1,0.538516481,"[-2, -3, -2, -2, -2, -2, -1, -2, -2, -1]"
vindictive,-2.1,1,0.3,"[-3, -2, -2, -2, -2, -2, -2, -2, -2, -2]"
inept,-3,1,0,"[-3, -3, -3, -3, -3, -3, -3, -3, -3, -3]"
cherub,1.9,1,0.538516481,"[1, 2, 2, 2, 2, 2, 2, 1, 3, 2]"
meager,-2.5,1,0.5,"[-3, -2, -3, -2, -2, -2, -3, -3, -3, -2]"
oppressors,-2.7,1,0.640312424,"[-3, -2, -2, -3, -3, -3, -3, -2, -4, -2]"
overworked,-2.2,1,0.6,"[-2, -2, -2, -3, -2, -2, -3, -1, -3, -2]"
unconstitutional,-2.4,1,0.489897949,"[-2, -2, -2, -3, -2, -3, -3, -2, -2, -3]"
stupendous,2.9,1,0.538516481,"[3, 3, 3, 2, 3, 3, 3, 2, 4, 3]"
opinionated,-2.3,1,0.458257569,"[-3, -3, -2, -2, -2, -2, -2, -2, -2, -3]"
goad,-2,1,0.447213595,"[-2, -2, -2, -3, -1, -2, -2, -2, -2, -2]"
overblown,-2.9,1,0.7,"[-3, -2, -2, -4, -3, -3, -2, -4, -3, -3]"
momentous,2,1,0.774596669,"[3, 1, 3, 2, 2, 2, 1, 2, 1, 3]"
captive,-1.9,1,0.538516481,"[-2, -2, -2, -1, -3, -2, -1, -2, -2, -2]"
mudslinging,-1.6,1,0.663324958,"[-1, -2, -2, -1, -2, -1, -3, -2, -1, -1]"
reflective,0.4,1,0.489897949,"[0, 1, 0, 0, 0, 1, 1, 0, 1, 0]"
haughty,-3.2,1,0.748331477,"[-3, -4, -2, -3, -4, -4, -3, -2, -3, -4]"
outstrip,1.9,1,0.538516481,"[2, 2, 1, 2, 2, 2, 2, 3, 1, 2]"
groove,1.6,1,0.663324958,"[1, 2, 2, 1, 1, 3, 1, 1, 2, 2]"
leery,-1.7,1,0.458257569,"[-1, -2, -2, -2, -2, -2, -1, -1, -2, -2]"
famed,2.8,1,0.6,"[2, 3, 3, 3, 4, 3, 2, 3, 2, 3]"
concerted,-0.3,1,0.640312424,"[-1, 0, 0, 0, 1, 0, 0, -1, -1, -1]"
fanatical,-2.8,1,0.6,"[-3, -3, -3, -3, -3, -1, -3, -3, -3, -3]"
herald,3,1,0,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
afflict,-1.9,1,0.3,"[-2, -1, -2, -2, -2, -2, -2, -2, -2, -2]"
indulgent,2.8,1,0.4,"[3, 3, 2, 3, 3, 3, 3, 3, 3, 2]"
spacious,1.4,1,0.663324958,"[1, 2, 1, 1, 2, 2, 1, 2, 2, 0]"
outcast,-2.2,1,0.4,"[-3, -2, -3, -2, -2, -2, -2, -2, -2, -2]"
scarred,-2.2,1,0.6,"[-3, -2, -2, -2, -1, -2, -2, -2, -3, -3]"
bombastic,-2.4,1,0.489897949,"[-2, -2, -2, -3, -2, -3, -2, -2, -3, -3]"
